trip_id,rider_id,zone,distance_km,duration_min,fare_amount,ride_date,surge_flag,name,age,gender,city,signup_date,total_rides,cancelled_rides,avg_rating,population_density,traffic_index,avg_speed_kmph,zone_type,traffic_level,hour,day_of_week,month,gender_encoded,payment_mode_Credit Card,payment_mode_UPI,payment_mode_Wallet,zone_name_Zone_10,zone_name_Zone_2,zone_name_Zone_3,zone_name_Zone_4,zone_name_Zone_5,zone_name_Zone_6,zone_name_Zone_7,zone_name_Zone_8,zone_name_Zone_9,traffic_level_encoded,ride_frequency,log_fare,log_distance,sqrt_duration,avg_ride_distance,avg_ride_fare,is_peak_hour,days_since_signup,ride_cancellation_rate,surge_feature
T00424,R0224,Zone_9,2.29,16.33,23.04,2024-07-23,0.0,Ishaan Sharma,29.0,Female,Ahmedabad,2024-12-11 00:03:47.581311,7,0,4.31,11037.0,1.83,56.1,Mixed,Low,0,Tuesday,July,0,False,False,False,False,False,False,False,False,False,False,False,True,0.0,Low,3.179719109667007,1.1908875647772805,4.04103947023535,5.958571428571429,73.82000000000001,0,518,0.0,0
T00425,R0280,Zone_7,6.08,41.88,74.74,2023-05-10,0.0,Saanvi Gupta,26.0,Female,Chennai,2024-05-28 00:03:47.581311,6,3,4.43,11070.0,0.64,45.2,Industrial,Low,0,Wednesday,May,0,False,True,False,False,False,False,False,False,False,True,False,False,0.0,Low,4.327306422473649,1.9572739077056285,6.471475874945375,8.461666666666666,122.55,0,715,0.5,0
T00427,R0116,Zone_7,9.96,63.62,227.53,2023-11-16,0.0,Ishaan Kumar,34.0,Female,Bengaluru,2025-08-15 00:03:47.581311,5,1,4.58,11070.0,0.64,45.2,Industrial,Low,0,Thursday,November,0,True,False,False,False,False,False,False,False,False,True,False,False,0.0,Low,5.431667492744793,2.3942522815198695,7.976214641043708,10.122,158.832,0,271,0.2,1
T00428,R0252,Zone_6,11.74,101.14,211.83,2024-05-16,0.0,Reyansh Gupta,38.0,Female,Ahmedabad,2024-02-10 00:03:47.581311,16,2,4.83,14627.0,0.54,37.6,Mixed,Low,0,Thursday,May,0,False,False,False,False,False,False,False,False,True,False,False,False,0.0,Low,5.360493724974712,2.5447466501440172,10.056838469419702,6.275625,105.74374999999999,0,823,0.125,0
T00429,R0022,Zone_7,9.36,52.4,222.66,2023-02-19,0.0,Aarav Nair,43.0,Female,Kolkata,2024-03-22 00:03:47.581311,7,1,3.32,11070.0,0.64,45.2,Industrial,Low,0,Sunday,February,0,False,True,False,False,False,False,False,False,False,True,False,False,0.0,Low,5.410127041600043,2.337952236831337,7.238784428341543,7.464285714285714,118.17428571428572,0,782,0.14285714285714285,1
T00430,R0108,Zone_6,10.13,52.56,173.97,2024-02-23,0.0,Reyansh Gupta,18.0,Female,Pune,2023-11-14 00:03:47.581311,7,3,4.88,14627.0,0.54,37.6,Mixed,Low,0,Friday,February,0,False,False,False,False,False,False,False,False,True,False,False,False,0.0,Low,5.164614530656529,2.4096441652874536,7.249827584156743,6.228571428571429,124.98428571428572,0,911,0.42857142857142855,0
T00431,R0036,Zone_2,6.85,61.24,133.58,2024-02-26,0.0,Aadhya Das,30.0,Male,Surat,2026-04-09 00:03:47.581311,6,3,4.9,6371.0,0.91,58.4,Residential,Low,0,Monday,February,1,True,False,False,False,True,False,False,False,False,False,False,False,0.0,Low,4.9021588177601725,2.060513531794317,7.825599018605541,8.025,144.53,0,34,0.5,0
T00433,R0132,Zone_6,6.02,37.05,97.71,2023-03-20,0.0,Aadhya Iyer,23.0,Female,Surat,2024-08-26 00:03:47.581311,11,4,3.32,14627.0,0.54,37.6,Mixed,Low,0,Monday,March,0,False,False,True,False,False,False,False,False,True,False,False,False,0.0,Low,4.5921862584297966,1.9487632180377197,6.08687111741328,6.309090909090909,101.72363636363637,0,625,0.36363636363636365,0
T00434,R0113,Zone_6,7.8100000000000005,68.77,146.59,2023-05-07,0.0,Aadhya Singh,26.0,Male,Chennai,2024-01-15 00:03:47.581311,8,0,4.61,14627.0,0.54,37.6,Mixed,Low,0,Sunday,May,1,True,False,False,False,False,False,False,False,True,False,False,False,0.0,Low,4.994438159193685,2.175887439948088,8.292767933567175,6.8775,131.5725,0,849,0.0,0
T00435,R0118,Zone_3,4.12,33.38,98.53,2024-08-03,0.0,Reyansh Gupta,29.0,Male,Surat,2025-04-18 00:03:47.581311,3,4,4.13,12971.0,2.11,38.0,Business,Low,0,Saturday,August,1,False,False,False,False,False,True,False,False,False,False,False,False,0.0,Low,4.600459106257972,1.6331544390514163,5.7775427302617155,5.323333333333334,71.79,0,390,1.3333333333333333,0
T00436,R0155,Zone_1,13.53,122.37,284.26,2023-07-05,0.0,Meera Reddy,23.0,Female,Hyderabad,2025-01-10 00:03:47.581311,8,2,3.14,4921.0,2.43,30.9,Residential,Low,0,Wednesday,July,0,True,False,False,False,False,False,False,False,False,False,False,False,0.0,Low,5.6534010450952765,2.6762154775821916,11.062097450302995,7.61375,112.16125,0,488,0.25,0
T00437,R0167,Zone_1,5.24,44.91,76.91,2024-02-03,1.0,Kavya Nair,44.0,Male,Hyderabad,2025-08-09 00:03:47.581311,7,1,4.75,4921.0,2.43,30.9,Residential,Low,0,Saturday,February,1,False,False,False,False,False,False,False,False,False,False,False,False,0.0,Low,4.355554314342767,1.8309801823813363,6.701492371106602,9.187142857142858,153.65,0,277,0.14285714285714285,0
T00438,R0147,Zone_4,7.7,47.39,74.01,2023-11-17,0.0,Saanvi Nair,35.0,Female,Mumbai,2024-09-25 00:03:47.581311,8,2,3.91,4038.0,2.46,48.2,Business,Low,0,Friday,November,0,False,False,True,False,False,False,True,False,False,False,False,False,0.0,Low,4.317621437981545,2.163323025660538,6.884039511798287,7.94375,129.425,0,595,0.25,0
T00439,R0177,Zone_4,5.36,48.65,47.27,2023-01-29,1.0,Ishaan Reddy,34.0,Male,Bengaluru,2024-06-10 00:03:47.581311,11,3,4.48,4038.0,2.46,48.2,Business,Low,0,Sunday,January,1,False,False,True,False,False,False,True,False,False,False,False,False,0.0,Low,3.8768102496724017,1.8500283773520307,6.974955196988724,8.954545454545455,133.52636363636364,0,702,0.2727272727272727,0
T00440,R0125,Zone_2,7.31,37.33,145.67,2023-09-22,0.0,Saanvi Ghosh,44.0,Female,Ahmedabad,2023-09-11 00:03:47.581311,6,4,3.89,6371.0,0.91,58.4,Residential,Low,0,Friday,September,0,True,False,False,False,True,False,False,False,False,False,False,False,0.0,Low,4.988185165258664,2.1174596088673567,6.109828148156051,9.295,179.93499999999997,0,975,0.6666666666666666,0
T00441,R0259,Zone_6,6.58,37.19,116.31,2023-05-17,1.0,Aadhya Das,32.0,Male,Jaipur,2025-02-16 00:03:47.581311,8,4,3.52,14627.0,0.54,37.6,Mixed,Low,0,Wednesday,May,1,True,False,False,False,False,False,False,False,True,False,False,False,0.0,Low,4.764820003517629,2.0255131996542803,6.09836043539573,9.967500000000001,150.86,0,451,0.5,0
T00442,R0229,Zone_2,7.78,70.99,182.86,2023-01-12,1.0,Reyansh Ghosh,22.0,Female,Mumbai,2023-10-04 00:03:47.581311,5,4,4.43,6371.0,0.91,58.4,Residential,Low,0,Thursday,January,0,False,False,False,False,True,False,False,False,False,False,False,False,0.0,Low,5.2141745984356085,2.1724764076470255,8.425556361451747,7.736,137.7,0,952,0.8,1
T00443,R0015,Zone_10,7.74,59.73,140.85,2024-08-02,0.0,Saanvi Patel,28.0,Female,Chennai,2024-04-06 00:03:47.581311,5,2,3.87,2440.0,1.54,35.4,Industrial,Low,0,Friday,August,0,True,False,False,True,False,False,False,False,False,False,False,False,0.0,Low,4.95477016125486,2.167910189667444,7.728518616138541,6.0,121.54,0,767,0.4,0
T00444,R0188,Zone_6,7.23,46.75,174.1,2024-06-10,0.0,Vivaan Gupta,24.0,Female,Delhi,2026-03-30 00:03:47.581311,4,3,3.15,14627.0,0.54,37.6,Mixed,Low,0,Monday,June,0,False,False,True,False,False,False,False,False,True,False,False,False,0.0,Low,5.165357239291806,2.1077860146889784,6.837397165588672,6.112500000000001,116.61,0,44,0.75,1
T00445,R0133,Zone_3,7.16,40.94,90.92,2024-04-07,1.0,Diya Kumar,25.0,Female,Delhi,2024-04-08 00:03:47.581311,9,1,4.4,12971.0,2.11,38.0,Business,Low,0,Sunday,April,0,True,False,False,False,False,True,False,False,False,False,False,False,0.0,Low,4.5209186335405,2.0992441689760155,6.398437309218556,7.21,90.80777777777777,0,765,0.1111111111111111,0
T00446,R0107,Zone_4,14.54,124.1,284.26,2024-08-13,0.0,Reyansh Gupta,33.0,Female,Hyderabad,2024-09-18 00:03:47.581311,5,1,3.66,4038.0,2.46,48.2,Business,Low,0,Tuesday,August,0,False,True,False,False,False,False,True,False,False,False,False,False,0.0,Low,5.6534010450952765,2.7434173449395014,11.140017953306897,6.514,121.95599999999999,0,602,0.2,0
T00447,R0081,Zone_4,12.41,72.07,107.14,2023-08-19,1.0,Diya Reddy,42.0,Male,Mumbai,2025-12-13 00:03:47.581311,6,2,3.9,4038.0,2.46,48.2,Business,Low,0,Saturday,August,1,True,False,False,False,False,False,True,False,False,False,False,False,0.0,Low,4.683426683953859,2.596000697293587,8.48940516172953,8.82,135.345,0,151,0.3333333333333333,0
T00448,R0073,Zone_8,12.44,80.29,212.53,2023-01-08,0.0,Meera Das,41.0,Male,Ahmedabad,2025-07-11 00:03:47.581311,9,4,3.01,4516.0,1.93,31.0,Business,Low,0,Sunday,January,1,False,False,True,False,False,False,False,False,False,False,True,False,0.0,Low,5.363777338019823,2.5982353350950036,8.960468737739115,8.734444444444444,141.74444444444444,0,306,0.4444444444444444,0
T00449,R0151,Zone_7,4.34,40.27,49.93,2024-01-06,1.0,Meera Reddy,34.0,Male,Hyderabad,2024-10-03 00:03:47.581311,7,0,5.0,11070.0,0.64,45.2,Industrial,Low,0,Saturday,January,1,False,True,False,False,False,False,False,False,False,True,False,False,0.0,Low,3.9304521408965134,1.6752256529721035,6.345864795282043,8.987142857142857,148.18142857142857,0,587,0.0,0
T00450,R0296,Zone_3,14.28,140.86,284.26,2024-03-26,0.0,Reyansh Patel,37.0,Female,Hyderabad,2025-01-16 00:03:47.581311,7,2,3.97,12971.0,2.11,38.0,Business,Low,0,Tuesday,March,0,False,False,False,False,False,True,False,False,False,False,False,False,0.0,Low,5.6534010450952765,2.7265447837383743,11.868445559549912,11.351428571428572,168.77857142857144,0,482,0.2857142857142857,0
T00451,R0064,Zone_2,13.66,132.11,284.26,2024-06-13,0.0,Ishaan Nair,21.0,Male,Bengaluru,2025-03-20 00:03:47.581311,5,2,4.21,6371.0,0.91,58.4,Residential,Low,0,Thursday,June,1,False,False,False,False,True,False,False,False,False,False,False,False,0.0,Low,5.6534010450952765,2.6851226964585053,11.49391143171027,11.312000000000001,201.37399999999997,0,419,0.4,0
T00452,R0087,Zone_3,5.23,26.79,48.52,2023-08-28,1.0,Saanvi Das,26.0,Female,Jaipur,2025-06-24 00:03:47.581311,3,3,3.57,12971.0,2.11,38.0,Business,Low,0,Monday,August,0,True,False,False,False,False,True,False,False,False,False,False,False,0.0,Low,3.9023766283763406,1.8293763327993617,5.175905717843014,8.856666666666667,124.51666666666667,0,323,1.0,0
T00453,R0230,Zone_4,15.62,115.51,156.82,2023-01-08,1.0,Kavya Gupta,32.0,Female,Chennai,2024-09-17 00:03:47.581311,8,1,3.65,4038.0,2.46,48.2,Business,Low,0,Sunday,January,0,True,False,False,False,False,False,True,False,False,False,False,False,0.0,Low,5.061455143092889,2.810606789427302,10.747557862137798,7.3325,115.07625,0,603,0.125,0
T00454,R0168,Zone_9,4.58,44.62,41.31,2023-06-18,1.0,Diya Das,23.0,Male,Pune,2024-08-24 00:03:47.581311,5,2,4.03,11037.0,1.83,56.1,Mixed,Low,0,Sunday,June,1,True,False,False,False,False,False,False,False,False,False,False,True,0.0,Low,3.7450234647319762,1.7191887763932197,6.679820356865894,7.004,113.862,0,627,0.4,0
T00455,R0262,Zone_8,1.21,8.06,26.79,2023-11-04,0.0,Meera Singh,30.0,Male,Ahmedabad,2025-01-23 00:03:47.581311,9,2,3.35,4516.0,1.93,31.0,Business,Low,0,Saturday,November,1,True,False,False,False,False,False,False,False,False,False,True,False,0.0,Low,3.3246762437544124,0.7929925155296614,2.839013913315678,6.624444444444445,107.48444444444443,0,475,0.2222222222222222,0
T00456,R0134,Zone_5,13.51,129.59,215.2,2024-04-11,0.0,Aadhya Singh,34.0,Female,Jaipur,2025-09-16 00:03:47.581311,7,4,4.59,2590.0,1.31,43.9,Business,Low,0,Thursday,April,0,False,False,True,False,False,False,False,True,False,False,False,False,0.0,Low,5.376203905205108,2.6748380668960965,11.383760362902937,7.974285714285714,154.91428571428574,0,239,0.5714285714285714,0
T00457,R0035,Zone_4,7.4,67.21,125.26,2024-06-06,0.0,Reyansh Das,39.0,Male,Kolkata,2024-09-01 00:03:47.581311,4,4,3.49,4038.0,2.46,48.2,Business,Low,0,Thursday,June,1,False,True,False,False,False,False,True,False,False,False,False,False,0.0,Low,4.83834327293948,2.128231705849268,8.19817052762383,7.244999999999999,104.97749999999999,0,619,1.0,0
T00458,R0049,Zone_8,12.88,109.54,284.26,2024-08-12,1.0,Meera Iyer,39.0,Female,Mumbai,2024-04-30 00:03:47.581311,6,0,4.4,4516.0,1.93,31.0,Business,Low,0,Monday,August,0,False,True,False,False,False,False,False,False,False,False,True,False,0.0,Low,5.6534010450952765,2.6304489550786583,10.466135867644754,9.728333333333333,162.15833333333333,0,743,0.0,1
T00459,R0044,Zone_4,4.23,33.09,33.99,2024-06-11,0.0,Arjun Gupta,36.0,Female,Hyderabad,2025-06-16 00:03:47.581311,10,3,3.21,4038.0,2.46,48.2,Business,Low,0,Tuesday,June,0,True,False,False,False,False,False,True,False,False,False,False,False,0.0,Low,3.5550623063795967,1.6544112780768316,5.7523908073078625,10.226,156.092,0,331,0.3,0
T00460,R0033,Zone_1,1.69,14.68,38.42,2023-12-28,0.0,Diya Iyer,18.0,Female,Chennai,2023-10-18 00:03:47.581311,4,0,3.24,4921.0,2.43,30.9,Residential,Low,0,Thursday,December,0,False,True,False,False,False,False,False,False,False,False,False,False,0.0,Low,3.674273301724574,0.9895411936137477,3.8314488121336034,3.1875,60.035000000000004,0,938,0.0,0
T00461,R0045,Zone_1,14.16,107.93,251.3,2023-10-14,1.0,Saanvi Iyer,34.0,Female,Ahmedabad,2025-09-03 00:03:47.581311,9,4,4.88,4921.0,2.43,30.9,Residential,Low,0,Saturday,October,0,False,False,True,False,False,False,False,False,False,False,False,False,0.0,Low,5.530618855647012,2.7186603802142257,10.388936422945324,9.725555555555555,167.12333333333333,0,252,0.4444444444444444,0
T00462,R0170,Zone_9,0.96,8.71,16.87,2023-10-24,1.0,Saanvi Kumar,29.0,Female,Bengaluru,2024-04-10 00:03:47.581311,7,1,3.68,11037.0,1.83,56.1,Mixed,Low,0,Tuesday,October,0,True,False,False,False,False,False,False,False,False,False,False,True,0.0,Low,2.8831233291713367,0.6729444732424258,2.951270912674741,7.644285714285714,137.32285714285715,0,763,0.14285714285714285,0
T00463,R0039,Zone_8,0.19,0.98,16.87,2024-02-12,0.0,Aadhya Iyer,24.0,Male,Chennai,2026-04-11 00:03:47.581311,7,4,4.2,4516.0,1.93,31.0,Business,Low,0,Monday,February,1,True,False,False,False,False,False,False,False,False,False,True,False,0.0,Low,2.8831233291713367,0.17395330712343804,0.9899494936611666,4.837142857142857,75.54285714285713,0,32,0.5714285714285714,0
T00464,R0242,Zone_6,1.63,12.85,16.87,2024-03-12,1.0,Kavya Iyer,34.0,Male,Ahmedabad,2024-11-12 00:03:47.581311,7,3,4.54,14627.0,0.54,37.6,Mixed,Low,0,Tuesday,March,1,False,False,True,False,False,False,False,False,True,False,False,False,0.0,Low,2.8831233291713367,0.9669838461896731,3.5846896657869842,3.7528571428571427,47.424285714285716,0,547,0.42857142857142855,0
T00465,R0294,Zone_5,5.97,39.2,130.88,2023-10-12,0.0,Arjun Reddy,24.0,Female,Surat,2026-01-11 00:03:47.581311,7,4,3.2,2590.0,1.31,43.9,Business,Low,0,Thursday,October,0,False,False,False,False,False,False,False,True,False,False,False,False,0.0,Low,4.88189241820353,1.9416152247724325,6.260990336999411,8.097142857142858,119.34285714285714,0,122,0.5714285714285714,0
T00466,R0245,Zone_8,2.8,24.45,37.18,2024-05-11,0.0,Diya Sharma,35.0,Female,Hyderabad,2024-11-10 00:03:47.581311,5,3,4.73,4516.0,1.93,31.0,Business,Low,0,Saturday,May,0,False,True,False,False,False,False,False,False,False,False,True,False,0.0,Low,3.6423118182976015,1.33500106673234,4.944694126030447,7.944,150.26600000000002,0,549,0.6,0
T00467,R0251,Zone_8,2.85,18.25,47.1,2023-09-06,1.0,Vivaan Iyer,46.0,Male,Mumbai,2025-02-10 00:03:47.581311,5,3,4.48,4516.0,1.93,31.0,Business,Low,0,Wednesday,September,1,False,True,False,False,False,False,False,False,False,False,True,False,0.0,Low,3.8732821771117156,1.3480731482996928,4.272001872658765,7.6819999999999995,152.516,0,457,0.6,0
T00468,R0112,Zone_5,7.82,40.71,120.44,2023-11-30,0.0,Meera Nair,41.0,Male,Delhi,2024-12-07 00:03:47.581311,10,3,3.24,2590.0,1.31,43.9,Business,Low,0,Thursday,November,1,True,False,False,False,False,False,False,True,False,False,False,False,0.0,Low,4.79942031364732,2.1770218700187,6.380438856379708,8.953,115.027,0,522,0.3,0
T00469,R0261,Zone_1,3.18,23.36,70.05,2023-10-18,1.0,Aarav Kumar,31.0,Female,Pune,2025-08-22 00:03:47.581311,6,3,4.24,4921.0,2.43,30.9,Residential,Low,0,Wednesday,October,0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,Low,4.263383854543109,1.430311246536665,4.833218389437829,8.195,108.28833333333334,0,264,0.5,0
T00470,R0181,Zone_5,2.5300000000000002,19.07,56.62,2024-06-26,0.0,Arjun Patel,32.0,Male,Hyderabad,2024-08-02 00:03:47.581311,3,3,3.75,2590.0,1.31,43.9,Business,Low,0,Wednesday,June,1,False,False,True,False,False,False,False,True,False,False,False,False,0.0,Low,4.053869729656382,1.2612978709452054,4.36692111217961,9.889999999999999,151.83333333333334,0,649,1.0,0
T00472,R0120,Zone_5,9.73,83.96,146.57,2023-03-30,0.0,Ishaan Gupta,18.0,Female,Surat,2025-11-04 00:03:47.581311,8,1,4.55,2590.0,1.31,43.9,Business,Low,0,Thursday,March,0,True,False,False,False,False,False,False,True,False,False,False,False,0.0,Low,4.994302639475358,2.373043556642607,9.162968951164245,8.525,126.74375,0,190,0.125,0
T00473,R0172,Zone_6,8.26,50.02,199.22,2024-02-18,0.0,Reyansh Reddy,31.0,Male,Pune,2024-04-23 00:03:47.581311,11,0,3.72,14627.0,0.54,37.6,Mixed,Low,0,Sunday,February,1,False,True,False,False,False,False,False,False,True,False,False,False,0.0,Low,5.2994167619913375,2.225704048658088,7.07248188403477,7.713636363636363,128.5890909090909,0,750,0.0,1
T00474,R0217,Zone_4,0.1,0.67,16.87,2023-08-17,1.0,Kavya Iyer,39.0,Female,Jaipur,2024-03-23 00:03:47.581311,5,2,3.52,4038.0,2.46,48.2,Business,Low,0,Thursday,August,0,False,False,True,False,False,False,True,False,False,False,False,False,0.0,Low,2.8831233291713367,0.09531017980432487,0.8185352771872451,8.488,153.88600000000002,0,781,0.4,0
T00475,R0010,Zone_4,6.77,51.15,72.84,2023-01-12,1.0,Vivaan Gupta,25.0,Male,Surat,2025-05-18 00:03:47.581311,9,0,3.38,4038.0,2.46,48.2,Business,Low,0,Thursday,January,1,False,True,False,False,False,False,True,False,False,False,False,False,0.0,Low,4.301900590194597,2.050270164379556,7.151922818375489,9.472222222222221,135.04777777777778,0,360,0.0,0
T00476,R0070,Zone_10,8.24,56.92,150.77,2023-06-09,0.0,Meera Reddy,33.0,Female,Bengaluru,2025-05-16 00:03:47.581311,6,3,3.54,2440.0,1.54,35.4,Industrial,Low,0,Friday,June,0,True,False,False,True,False,False,False,False,False,False,False,False,0.0,Low,5.022366216971954,2.2235418856535927,7.544534445544006,11.741666666666667,196.615,0,362,0.5,0
T00477,R0143,Zone_4,0.03,0.22,16.87,2024-07-26,1.0,Meera Kumar,42.0,Male,Kolkata,2026-02-23 00:03:47.581311,8,1,4.56,4038.0,2.46,48.2,Business,Low,0,Friday,July,1,True,False,False,False,False,False,True,False,False,False,False,False,0.0,Low,2.8831233291713367,0.0295588022415444,0.469041575982343,6.13875,110.89125,0,79,0.125,0
T00478,R0237,Zone_8,8.63,63.21,201.88,2023-08-21,1.0,Aadhya Nair,40.0,Male,Chennai,2024-11-07 00:03:47.581311,9,4,3.71,4516.0,1.93,31.0,Business,Low,0,Monday,August,1,False,True,False,False,False,False,False,False,False,False,True,False,0.0,Low,5.312614671248861,2.2648832258100344,7.950471684120383,8.803333333333335,147.63444444444445,0,552,0.4444444444444444,1
T00479,R0062,Zone_10,13.96,88.15,160.7,2024-03-02,1.0,Kavya Sharma,38.0,Female,Jaipur,2023-12-03 00:03:47.581311,7,1,3.58,2440.0,1.54,35.4,Industrial,Low,0,Saturday,March,0,False,True,False,True,False,False,False,False,False,False,False,False,0.0,Low,5.085742766583061,2.7053799725463312,9.388823142439099,9.435714285714285,127.07285714285715,0,892,0.14285714285714285,0
T00480,R0022,Zone_9,6.26,40.23,59.35,2023-05-26,0.0,Aarav Nair,43.0,Male,Kolkata,2024-06-15 00:03:47.581311,7,3,3.32,11037.0,1.83,56.1,Mixed,Low,0,Friday,May,1,False,True,False,False,False,False,False,False,False,False,False,True,0.0,Low,4.10016094754354,1.9823798288367047,6.342712353559792,7.464285714285714,118.17428571428572,0,697,0.42857142857142855,0
T00481,R0259,Zone_6,7.01,54.23,151.29,2023-11-19,0.0,Aadhya Das,32.0,Female,Jaipur,2024-12-08 00:03:47.581311,8,1,3.52,14627.0,0.54,37.6,Mixed,Low,0,Sunday,November,0,True,False,False,False,False,False,False,False,True,False,False,False,0.0,Low,5.0257865978636,2.080690761080268,7.3641021177058645,9.967500000000001,150.86,0,521,0.125,0
T00482,R0004,Zone_10,2.21,18.13,49.89,2023-01-12,0.0,Aarav Nair,19.0,Male,Kolkata,2024-09-09 00:03:47.581311,6,1,3.19,2440.0,1.54,35.4,Industrial,Low,0,Thursday,January,1,True,False,False,True,False,False,False,False,False,False,False,False,0.0,Low,3.9296664406007413,1.1662709371419244,4.257933771208753,6.201666666666667,110.15833333333335,0,611,0.16666666666666666,0
T00483,R0257,Zone_6,1.0,9.25,20.02,2023-04-14,1.0,Arjun Reddy,36.0,Female,Delhi,2024-06-02 00:03:47.581311,7,3,4.82,14627.0,0.54,37.6,Mixed,Low,0,Friday,April,0,False,False,True,False,False,False,False,False,True,False,False,False,0.0,Low,3.045474365448805,0.6931471805599453,3.0413812651491097,8.015714285714285,114.43428571428572,0,710,0.42857142857142855,0
T00484,R0002,Zone_5,13.29,118.88,145.19,2023-11-02,0.0,Ishaan Nair,39.0,Male,Mumbai,2025-07-16 00:03:47.581311,7,1,4.12,2590.0,1.31,43.9,Business,Low,0,Thursday,November,1,False,False,False,False,False,False,False,True,False,False,False,False,0.0,Low,4.9849071455235245,2.659559991941776,10.903210536351208,10.812857142857142,167.94428571428574,0,301,0.14285714285714285,0
T00485,R0196,Zone_4,4.69,45.53,99.57,2023-06-15,0.0,Vivaan Das,18.0,Female,Hyderabad,2024-09-11 00:03:47.581311,12,2,4.93,4038.0,2.46,48.2,Business,Low,0,Thursday,June,0,False,True,False,False,False,False,True,False,False,False,False,False,0.0,Low,4.610854002456389,1.7387102481382397,6.747592163134936,7.995833333333334,128.95250000000001,0,609,0.16666666666666666,0
T00486,R0076,Zone_4,3.35,29.26,53.06,2024-05-06,1.0,Reyansh Reddy,40.0,Male,Bengaluru,2023-11-29 00:03:47.581311,5,2,3.34,4038.0,2.46,48.2,Business,Low,0,Monday,May,1,False,True,False,False,False,False,True,False,False,False,False,False,0.0,Low,3.9900945408483017,1.4701758451005926,5.409251334519409,11.354,169.98200000000003,0,896,0.4,0
T00487,R0242,Zone_7,4.54,23.31,73.76,2023-09-19,1.0,Kavya Iyer,34.0,Female,Ahmedabad,2025-08-05 00:03:47.581311,7,1,4.54,11070.0,0.64,45.2,Industrial,Low,0,Tuesday,September,0,False,False,False,False,False,False,False,False,False,True,False,False,0.0,Low,4.314282982587362,1.7119945007591924,4.828043081829324,3.7528571428571427,47.424285714285716,0,281,0.14285714285714285,0
T00488,R0086,Zone_5,7.71,51.69,103.17,2024-05-18,1.0,Vivaan Patel,23.0,Male,Hyderabad,2024-10-01 00:03:47.581311,6,4,4.56,2590.0,1.31,43.9,Business,Low,0,Saturday,May,1,False,False,True,False,False,False,False,True,False,False,False,False,0.0,Low,4.646024179996357,2.1644717908644115,7.189575787207476,10.780000000000001,176.51999999999998,0,589,0.6666666666666666,0
T00489,R0037,Zone_8,2.21,13.05,40.52,2024-03-25,1.0,Aadhya Iyer,32.0,Female,Ahmedabad,2024-05-18 00:03:47.581311,8,3,3.36,4516.0,1.93,31.0,Business,Low,0,Monday,March,0,False,True,False,False,False,False,False,False,False,False,True,False,0.0,Low,3.7261752388576332,1.1662709371419244,3.6124783736376886,9.76125,162.29,0,725,0.375,0
T00490,R0067,Zone_2,8.63,78.42,161.07,2024-04-29,1.0,Saanvi Iyer,32.0,Female,Pune,2024-01-03 00:03:47.581311,13,2,3.38,6371.0,0.91,58.4,Residential,Low,0,Monday,April,0,False,False,False,False,True,False,False,False,False,False,False,False,0.0,Low,5.088028340670028,2.2648832258100344,8.855506761332183,8.697692307692307,143.10846153846154,0,861,0.15384615384615385,0
T00491,R0163,Zone_3,1.2,6.8100000000000005,16.87,2024-07-06,0.0,Kavya Gupta,33.0,Female,Ahmedabad,2024-05-15 00:03:47.581311,3,4,3.56,12971.0,2.11,38.0,Business,Low,0,Saturday,July,0,False,True,False,False,False,True,False,False,False,False,False,False,0.0,Low,2.8831233291713367,0.7884573603642702,2.6095976701399777,6.263333333333333,108.26,0,728,1.3333333333333333,0
T00492,R0045,Zone_1,11.87,66.9,284.26,2024-07-17,1.0,Saanvi Iyer,34.0,Male,Ahmedabad,2026-01-14 00:03:47.581311,9,1,4.88,4921.0,2.43,30.9,Residential,Low,0,Wednesday,July,1,False,True,False,False,False,False,False,False,False,False,False,False,0.0,Low,5.6534010450952765,2.554899021608035,8.179242018671413,9.725555555555555,167.12333333333333,0,119,0.1111111111111111,1
T00493,R0038,Zone_4,2.71,22.93,49.0,2023-03-30,0.0,Aarav Singh,37.0,Female,Kolkata,2025-01-23 00:03:47.581311,5,4,4.07,4038.0,2.46,48.2,Business,Low,0,Thursday,March,0,True,False,False,False,False,False,True,False,False,False,False,False,0.0,Low,3.912023005428146,1.3110318766193438,4.788527957525152,5.946,90.76599999999999,0,475,0.8,0
T00494,R0296,Zone_3,14.6,144.15,132.06,2023-07-11,0.0,Reyansh Patel,37.0,Male,Hyderabad,2025-05-17 00:03:47.581311,7,0,3.97,12971.0,2.11,38.0,Business,Low,0,Tuesday,July,1,False,False,False,False,False,True,False,False,False,False,False,False,0.0,Low,4.890800154313742,2.747270914255491,12.006248373242993,11.351428571428572,168.77857142857144,0,361,0.0,0
T00495,R0167,Zone_7,7.95,68.38,178.37,2024-02-10,1.0,Kavya Nair,44.0,Female,Hyderabad,2025-11-26 00:03:47.581311,7,2,4.75,11070.0,0.64,45.2,Industrial,Low,0,Saturday,February,0,True,False,False,False,False,False,False,False,False,True,False,False,0.0,Low,5.189450711560923,2.191653532286764,8.269220035771209,9.187142857142858,153.65,0,168,0.2857142857142857,0
